PID,FIRST,LAST,SEASON,GAME,YEAR,MONTH,DAY,AGE,TEAM,HOME/AWAY,OPP,RESULT,GS,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-
abdursh01,Shareef,Abdur-Rahim,2007-2008,1,2007,10,31,30.887063655,SAC,AWAY,NOH,-14,FALSE,18.6,0,4,.000,0,0,None,2,2,1.000,2,2,4,2,1,0,0,5,2,1.6,+7
abdursh01,Shareef,Abdur-Rahim,2007-2008,2,2007,11,02,30.8925393566,SAC,AWAY,SAS,-16,FALSE,13.3166666667,1,3,.333,0,0,None,2,2,1.000,2,1,3,0,0,0,0,1,4,3.6,+1
abdursh01,Shareef,Abdur-Rahim,2007-2008,3,2007,11,03,30.8952772074,SAC,AWAY,DAL,-21,FALSE,8.95,2,3,.667,0,0,None,0,0,None,0,1,1,0,0,0,1,1,4,1.6,+4
abdursh01,Shareef,Abdur-Rahim,2007-2008,4,2007,11,06,30.9034907598,SAC,HOME,SEA,6,FALSE,1.53333333333,0,1,.000,0,0,None,0,0,None,0,0,0,0,0,0,0,1,0,-1.1,-9
abdursh01,Shareef,Abdur-Rahim,2007-2008,5,2007,11,10,30.9144421629,SAC,HOME,MIN,7,FALSE,1.46666666667,0,0,None,0,0,None,0,0,None,0,0,0,0,0,0,0,0,0,0.0,-2
abdursh01,Shareef,Abdur-Rahim,2007-2008,6,2007,11,12,30.9199178645,SAC,AWAY,UTA,-24,FALSE,6.68333333333,0,3,.000,0,0,None,0,0,None,2,0,2,2,0,0,0,1,0,0.3,-1
afflaar01,Arron,Afflalo,2007-2008,1,2007,11,01,22.0465434634,DET,AWAY,MIA,11,TRUE,14.1833333333,1,3,.333,1,2,.500,0,0,None,0,1,1,1,1,0,0,2,3,2.5,-9
afflaar01,Arron,Afflalo,2007-2008,2,2007,11,02,22.0492813142,DET,AWAY,ORL,24,TRUE,25.75,2,3,.667,0,0,None,4,4,1.000,0,1,1,1,0,0,3,1,8,4.3,+9
afflaar01,Arron,Afflalo,2007-2008,3,2007,11,04,22.0547570157,DET,HOME,ATL,1,FALSE,5.58333333333,0,1,.000,0,0,None,0,0,None,0,0,0,0,0,0,1,1,0,-2.1,-2
afflaar01,Arron,Afflalo,2007-2008,4,2007,11,08,22.0657084189,DET,AWAY,CHI,-4,FALSE,3.68333333333,0,1,.000,0,1,.000,0,0,None,0,1,1,1,0,0,0,1,0,-0.1,-2
afflaar01,Arron,Afflalo,2007-2008,5,2007,11,09,22.0684462697,DET,HOME,LAC,24,FALSE,17.5,2,5,.400,0,2,.000,0,0,None,0,5,5,1,0,0,2,0,4,1.5,-11
